CNT,IC177Q01JA,IC177Q02JA,IC177Q03JA,IC177Q04JA,IC177Q05JA,IC177Q06JA,IC177Q07JA,IC178Q01JA,IC178Q02JA,IC178Q03JA,IC178Q04JA,IC178Q05JA,IC178Q06JA,IC178Q07JA,Math_mean,ST296Q01JA
HKG,4,4,2,3,3,2,1,5,5,2,2,2,2,1,577.2037,3
HKG,1,2,3,2,2,2,1,1,3,3,2,2,2,1,611.1212,4
HKG,3,1,2,2,1,2,1,3,1,1,1,1,1,1,547.0231,3
HKG,3,2,2,3,2,2,2,2,2,3,3,2,3,3,504.213,3
HKG,4,3,3,3,3,4,2,4,3,4,3,3,3,2,706.4665,3
HKG,5,1,5,2,5,2,1,5,2,2,2,2,2,2,541.5181,2
HKG,4,4,3,2,3,5,5,6,2,2,2,2,2,2,533.4854,4
HKG,1,5,5,3,5,4,3,1,4,4,1,2,2,2,606.778,1
HKG,5,6,5,3,5,1,1,5,5,5,5,5,1,1,512.9587,1
HKG,4,3,2,2,3,1,1,5,5,5,3,5,2,2,611.8627,1
HKG,3,3,3,2,3,4,3,4,3,5,1,3,5,3,424.2099,1
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,659.2111,$null$
HKG,6,5,3,3,2,1,3,6,5,2,2,1,1,1,567.8204,2
HKG,3,3,1,2,2,3,1,4,4,1,3,3,3,4,433.2543,3
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,416.1137,$null$
HKG,1,3,2,2,2,1,1,2,3,3,1,2,2,1,679.1287,2
HKG,2,3,2,2,2,2,1,2,4,2,2,3,2,1,549.6232,2
HKG,4,1,1,1,1,2,1,4,4,4,1,1,1,1,333.0099,4
HKG,3,3,3,2,2,2,2,3,3,3,3,3,3,3,562.5656,3
HKG,3,3,3,2,2,2,2,4,4,2,2,2,2,2,502.8369,4
HKG,3,2,2,2,3,2,1,3,2,3,2,3,1,1,658.5458,3
HKG,6,5,99,5,5,5,1,6,6,6,6,1,1,1,472.6187,5
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,631.5525,$null$
HKG,3,1,3,1,1,3,2,4,1,2,1,1,2,1,607.2787,2
HKG,5,3,3,2,3,1,2,5,3,4,2,3,1,2,384.0345,1
HKG,3,3,3,3,3,1,1,3,3,3,3,3,2,1,354.9476,2
HKG,5,5,5,4,5,3,5,6,6,6,1,6,1,6,619.5848,5
HKG,3,3,3,1,2,1,1,2,2,4,1,2,1,1,649.8768,2
HKG,5,2,1,2,1,1,1,4,1,1,2,1,1,1,438.9794,3
HKG,3,3,2,4,3,2,3,4,2,2,2,5,2,2,434.9617,1
HKG,1,1,1,1,1,1,1,3,1,1,1,1,1,1,445.9059,2
HKG,2,2,2,2,2,2,2,3,3,3,3,3,3,3,406.782,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,393.6193,4
HKG,4,2,2,2,2,2,2,4,2,3,3,3,2,1,735.2227,1
HKG,1,2,2,2,2,4,1,1,2,3,3,2,5,1,760.2895,2
HKG,4,2,5,2,2,1,1,5,2,5,1,2,1,1,509.6624,3
HKG,3,3,3,3,3,3,3,4,4,4,4,4,4,4,575.004,1
HKG,5,6,6,6,6,6,6,6,6,6,6,6,6,6,667.5656,1
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,330.9809,2
HKG,5,3,5,3,3,2,2,5,3,3,1,3,1,2,513.5892,3
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,634.1514,$null$
HKG,6,6,6,2,6,6,6,6,6,6,4,6,6,6,359.5719,3
HKG,2,3,3,3,3,3,1,99,99,99,99,99,99,99,358.0667,1
HKG,1,3,3,2,2,2,2,1,3,3,2,2,2,3,701.3057,2
HKG,3,3,3,2,2,2,1,4,4,4,2,2,2,1,581.856,2
HKG,3,2,3,2,2,2,1,4,3,4,2,2,2,2,786.8023,2
HKG,6,2,3,2,1,3,1,6,2,3,2,1,2,1,660.1433,1
HKG,5,5,5,5,5,5,5,5,5,4,5,4,5,4,528.261,4
HKG,1,3,4,1,2,2,2,1,3,5,1,2,2,2,627.7877,3
HKG,4,3,3,3,3,4,4,4,3,3,3,3,4,4,715.094,2
HKG,3,2,4,2,1,1,2,3,2,4,2,2,1,1,584.898,3
HKG,3,4,3,99,3,2,1,4,4,4,2,4,3,1,621.9496,2
HKG,4,4,4,4,4,4,4,3,4,4,3,4,99,4,509.0392,3
HKG,3,3,3,5,2,3,4,2,4,3,4,3,4,4,417.4943,2
HKG,1,4,3,2,4,1,1,1,4,3,2,3,1,1,475.7478,4
HKG,5,5,5,5,5,5,4,4,4,4,3,4,2,2,553.1243,2
HKG,3,3,3,2,3,2,2,3,4,3,2,3,2,1,637.1266,3
HKG,2,3,3,2,2,2,2,3,3,3,2,2,2,2,582.6223,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,617.9868,$null$
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,391.2895,6
HKG,2,3,2,3,3,3,1,3,3,3,3,3,3,3,466.2657,3
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,463.4827,$null$
HKG,4,2,1,1,2,3,1,4,2,2,1,2,1,1,517.0827,1
HKG,1,5,5,5,5,5,5,1,2,2,2,2,2,2,539.7837,2
HKG,2,3,6,1,3,2,2,2,3,6,2,2,2,3,498.629,3
HKG,1,3,3,3,1,3,1,1,4,4,2,1,1,1,690.2457,2
HKG,2,3,3,3,2,2,1,3,3,3,2,2,2,1,717.2683,3
HKG,4,3,3,2,3,3,1,4,3,2,2,3,2,1,630.9052,2
HKG,4,3,3,1,1,1,1,5,5,4,1,1,1,1,484.1454,1
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,491.8518,1
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,344.6403,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,649.0623,$null$
HKG,3,3,3,3,3,3,2,3,3,3,2,2,2,2,595.3711,1
HKG,1,1,3,2,2,2,1,1,1,4,2,2,2,1,674.0865,1
HKG,1,4,5,3,4,3,3,1,6,6,1,6,3,3,639.55,4
HKG,2,3,3,2,3,1,4,2,3,2,1,3,1,3,579.7712,1
HKG,2,4,4,2,2,4,3,2,4,4,4,4,4,4,685.25,2
HKG,3,3,3,3,3,3,1,3,3,3,3,3,3,1,490.3229,3
HKG,3,3,3,3,3,3,3,4,4,4,4,4,4,4,409.6784,4
HKG,4,4,4,1,1,1,2,4,4,4,1,1,1,2,475.591,1
HKG,3,1,2,2,2,2,2,3,1,2,2,2,2,2,657.3621,1
HKG,3,2,4,2,1,2,1,3,2,5,2,2,2,1,645.0955,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,531.567,$null$
HKG,2,3,4,3,2,2,1,3,3,3,3,1,2,1,614.0455,2
HKG,3,2,2,2,3,3,3,3,3,2,4,5,5,4,303.4792,1
HKG,1,4,4,3,4,4,2,2,5,4,3,4,3,2,623.967,2
HKG,2,2,2,2,2,2,2,2,3,2,2,3,2,3,598.438,3
HKG,2,4,4,2,3,1,1,2,5,5,2,3,1,1,452.7187,1
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,600.5828,2
HKG,4,4,4,4,4,3,2,4,4,4,4,4,2,1,591.8199,4
HKG,3,2,2,2,2,2,2,99,99,99,99,99,99,99,330.6928,5
HKG,2,2,2,2,2,2,2,2,2,2,2,2,3,2,504.462,2
HKG,3,1,3,1,1,1,1,4,1,4,1,1,1,1,770.896,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,586.2645,1
HKG,3,4,1,3,4,1,1,1,1,1,1,1,1,1,614.9241,1
HKG,2,2,2,2,2,2,2,2,2,2,2,2,2,2,646.4511,3
HKG,3,3,1,1,3,1,1,5,5,5,1,5,1,1,610.6014,1
HKG,2,2,4,2,1,2,1,3,2,5,2,1,2,1,695.9637,1
HKG,4,4,3,2,2,2,2,3,4,3,2,2,2,2,718.3846,3
HKG,2,2,2,2,2,2,2,2,2,2,2,2,2,2,319.6732,1
HKG,1,1,1,1,1,1,1,2,1,2,1,2,1,2,341.7402,1
HKG,6,6,6,1,6,1,1,6,6,6,1,6,1,1,440.8484,5
HKG,3,2,3,2,3,3,3,4,3,4,3,3,4,4,683.0975,3
HKG,6,5,1,1,3,1,3,5,5,4,1,1,1,2,621.926,3
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,665.7482,$null$
HKG,3,1,1,1,1,1,1,1,1,1,1,1,1,1,311.1576,1
HKG,4,4,3,2,4,1,1,5,5,3,2,4,1,1,501.7419,2
HKG,5,3,3,2,2,1,1,4,2,2,1,2,1,1,644.1477,4
HKG,5,6,5,4,5,4,4,5,6,6,5,5,4,5,492.2295,2
HKG,4,1,1,1,1,1,2,3,1,3,1,1,3,1,716.4923,1
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,399.7292,1
HKG,3,2,3,3,3,3,4,5,3,4,3,3,3,2,582.7163,3
HKG,3,3,3,2,2,2,3,3,3,3,2,3,2,3,504.4633,2
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,548.8638,3
HKG,2,2,2,3,2,1,3,2,2,2,2,2,2,2,530.3186,3
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,349.971,1
HKG,3,3,2,2,2,1,3,3,2,2,2,2,1,3,664.4568,2
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,5,466.9704,1
HKG,5,4,5,4,5,4,5,5,4,5,4,5,4,5,594.4319,1
HKG,1,3,2,2,3,2,1,3,3,2,2,3,2,1,575.2757,2
HKG,4,4,3,1,3,3,1,4,4,4,1,2,2,1,507.7251,3
HKG,1,3,2,1,3,1,1,1,3,1,1,3,1,1,544.4211,1
HKG,1,6,3,2,6,3,3,3,6,6,2,6,2,2,469.4034,4
HKG,4,3,5,3,4,2,2,5,4,4,3,4,3,3,522.1655,6
HKG,3,2,2,3,3,3,1,3,3,3,3,2,3,3,610.162,3
HKG,4,4,4,4,4,4,4,4,4,4,3,4,3,3,556.9268,2
HKG,3,3,3,3,3,3,2,6,4,2,2,3,1,2,594.4827,2
HKG,3,2,3,2,2,3,1,1,2,1,1,2,3,3,508.3189,1
HKG,6,5,5,2,5,5,5,4,4,4,2,4,5,2,472.2295,1
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,504.7144,2
HKG,6,5,1,1,1,1,1,6,6,1,1,1,1,1,394.7344,2
HKG,2,4,2,3,3,2,2,4,5,2,4,5,1,2,576.4543,4
HKG,3,3,2,3,2,2,4,2,5,2,3,3,1,1,594.1265,1
HKG,3,3,3,2,3,1,1,4,3,3,2,1,1,1,644.5278,2
HKG,5,5,2,2,2,2,2,6,6,6,2,2,2,2,503.206,2
HKG,4,4,4,3,4,3,2,4,6,5,4,6,3,2,672.536,3
HKG,2,2,4,2,4,2,1,3,2,5,2,4,3,1,765.9702,1
HKG,3,3,3,2,3,1,1,4,4,4,2,3,1,1,625.1298,2
HKG,6,2,4,3,2,1,1,6,2,1,3,1,1,1,494.9519,2
HKG,5,1,5,1,2,1,1,5,1,5,1,1,1,1,620.8058,1
HKG,1,5,4,2,3,1,1,3,5,3,2,3,2,3,619.709,4
HKG,2,3,4,3,3,2,3,4,3,3,1,3,1,2,555.5903,4
HKG,3,2,2,1,1,1,2,3,2,2,1,1,1,2,624.0189,3
HKG,3,2,2,2,2,2,2,3,2,2,2,2,2,2,569.3156,2
HKG,3,5,5,5,5,5,1,2,5,4,1,4,4,1,451.0995,3
HKG,6,5,5,4,6,3,6,5,6,6,4,5,3,6,489.2635,5
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,498,1
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,484.2978,$null$
HKG,4,3,2,2,3,2,2,4,4,1,1,1,1,1,608.0364,3
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,622.377,$null$
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,413.8094,1
HKG,3,3,2,2,2,2,1,4,3,3,2,2,2,2,596.8783,2
HKG,1,4,4,3,4,3,2,5,5,5,2,4,2,2,571.4987,4
HKG,4,4,3,2,4,3,4,4,4,3,2,4,2,2,515.3633,1
HKG,3,3,3,3,3,2,1,4,3,3,3,3,2,1,376.3519,1
HKG,3,3,3,3,3,3,3,4,4,4,4,4,4,4,330.2976,1
HKG,4,2,3,2,2,2,2,5,3,4,2,2,2,3,562.461,1
HKG,4,3,3,2,2,3,1,4,3,3,2,3,3,1,654.5917,1
HKG,3,1,2,2,1,2,2,3,1,2,2,1,2,1,569.2744,4
HKG,3,3,3,2,3,3,2,3,3,3,2,3,2,1,642.2411,1
HKG,5,4,3,4,4,3,1,3,3,3,3,3,3,3,496.4977,1
HKG,3,3,3,2,2,3,1,3,3,3,3,3,3,1,616.2306,2
HKG,5,2,4,2,3,2,1,6,3,4,2,3,3,1,688.91,2
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,589.3076,2
HKG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,354.72,1
HKG,2,2,2,1,2,2,1,2,3,3,2,2,2,1,669.012,2
HKG,6,6,6,3,6,3,6,6,6,6,6,6,6,6,480.0947,2
HKG,2,3,3,3,3,3,2,3,3,4,4,4,4,3,519.302,3
HKG,3,2,2,4,2,5,1,2,2,2,4,2,5,1,631.563,3
HKG,4,4,4,5,4,4,4,3,4,3,4,4,3,3,470.951,2
HKG,1,6,5,1,4,1,2,1,6,5,3,5,1,3,522.1625,3
HKG,3,3,2,2,3,2,1,3,3,2,3,3,2,1,614.2439,3
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,326.8181,2
HKG,2,2,3,1,1,1,1,2,2,3,1,1,1,1,510.9561,2
HKG,4,6,3,2,3,3,2,4,6,3,2,3,3,2,598.112,1
HKG,1,3,1,1,3,1,1,1,3,1,1,3,1,1,284.3221,1
HKG,1,3,3,3,3,1,1,6,6,6,6,6,6,6,658.7624,2
HKG,2,3,2,3,3,2,1,1,3,2,3,3,2,1,499.0641,1
HKG,3,3,3,3,3,2,2,3,4,4,2,2,2,2,627.4645,3
HKG,4,1,3,3,1,1,1,3,1,3,1,1,1,1,619.0548,2
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,578.4378,1
HKG,4,2,2,2,2,2,2,4,2,2,2,2,2,2,636.1893,1
HKG,3,2,3,2,2,1,2,3,3,3,2,2,1,3,737.7795,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,658.5676,1
HKG,3,1,5,1,2,1,2,3,1,5,1,2,1,2,627.8131,2
HKG,1,3,3,1,2,2,1,1,3,4,1,2,2,1,737.0679,4
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,392.0143,3
HKG,6,5,4,1,1,1,6,6,1,6,1,1,1,6,593.6636,3
HKG,3,3,3,3,3,3,2,4,3,3,3,3,3,2,658.2037,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,493.1694,1
HKG,3,1,3,3,1,3,3,99,99,99,99,99,99,99,557.4609,3
HKG,6,6,6,1,1,1,1,6,6,6,1,1,1,1,306.1811,1
HKG,3,2,2,1,2,3,1,4,3,1,1,2,1,1,581.3879,1
HKG,3,3,2,2,3,3,1,3,3,3,1,1,1,1,507.4627,3
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,545.6089,6
HKG,2,4,2,3,2,3,2,2,3,2,2,2,2,2,789.3454,3
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,474.7965,1
HKG,2,2,2,2,2,2,2,2,2,2,2,2,2,2,421.6766,3
HKG,4,2,3,1,1,1,1,5,2,3,1,1,1,1,718.3398,1
HKG,3,2,2,2,2,2,2,4,2,2,2,2,2,2,648.2316,2
HKG,4,3,2,2,1,1,1,4,3,2,1,1,1,1,564.3426,1
HKG,6,6,6,3,6,4,6,3,3,3,3,6,5,6,398.7535,1
HKG,4,4,4,4,4,4,4,3,3,3,3,3,3,3,512.2001,2
HKG,1,1,2,2,2,2,2,2,2,2,2,2,3,3,605.5798,3
HKG,4,5,3,4,3,4,4,4,3,5,5,2,4,4,620.3084,4
HKG,2,3,2,2,3,2,1,2,3,3,2,3,3,2,670.0218,3
HKG,3,5,5,5,3,3,3,3,5,4,3,99,5,1,462.8487,1
HKG,3,3,2,2,1,1,2,3,2,2,1,1,1,2,657.102,2
HKG,3,2,2,2,2,2,2,3,2,2,2,2,2,2,531.2421,1
HKG,5,2,3,2,2,2,2,3,2,2,2,2,2,2,651.6843,3
HKG,4,1,1,1,1,1,1,5,1,1,1,1,1,1,526.0587,2
HKG,1,3,3,3,3,2,1,1,3,3,3,3,2,1,499.0545,2
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,554.4538,2
HKG,2,6,2,2,6,2,5,1,6,6,1,4,1,1,479.9518,3
HKG,3,3,3,3,3,3,3,3,3,4,3,3,4,3,563.4992,3
HKG,5,1,1,2,1,1,3,5,1,1,1,1,1,4,510.9363,3
HKG,3,3,3,3,3,3,3,5,5,5,5,5,5,5,573.8248,2
HKG,3,4,2,5,2,4,1,4,4,3,2,1,5,1,663.356,5
HKG,4,2,5,3,3,2,3,4,2,5,1,4,2,4,630.3072,1
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,588.834,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,651.7417,2
HKG,1,2,2,2,1,1,1,3,2,3,2,2,1,1,548.4732,5
HKG,1,4,4,3,3,3,2,2,4,4,2,4,4,2,570.6141,3
HKG,2,3,3,2,2,2,3,3,3,3,2,3,2,3,662.8096,3
HKG,4,4,3,2,3,1,1,5,5,3,2,3,1,1,657.863,3
HKG,3,2,3,2,2,2,1,3,3,3,2,2,2,1,593.6332,3
HKG,1,1,2,1,1,1,1,1,1,2,1,1,1,1,712.2753,2
HKG,5,4,4,3,2,2,2,5,4,3,3,2,2,2,599.1129,3
HKG,3,3,3,3,3,3,3,5,4,4,3,3,3,4,372.7865,3
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,479.2761,$null$
HKG,2,3,3,3,3,2,1,2,4,4,3,4,2,1,590.4027,3
HKG,3,3,4,3,3,2,2,3,3,3,1,3,1,1,631.1438,2
HKG,3,4,2,3,4,2,2,3,5,3,2,5,2,2,643.4088,2
HKG,3,3,3,2,2,1,1,3,3,5,2,2,2,1,680.0691,2
HKG,4,2,6,1,1,1,1,4,1,6,1,1,1,1,428.886,3
HKG,3,3,99,3,3,3,3,3,3,3,3,3,3,3,534.8936,1
HKG,2,2,2,2,2,1,2,3,3,3,3,3,1,3,500.0636,3
HKG,3,1,2,3,1,2,1,3,1,3,3,1,3,1,747.1425,2
HKG,2,3,3,1,2,3,1,3,2,3,1,2,3,1,564.9207,3
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,459.3209,$null$
HKG,3,3,2,1,2,1,2,3,3,3,1,3,3,2,449.2316,1
HKG,3,6,4,5,4,3,4,2,6,2,2,2,2,2,549.8489,1
HKG,3,2,3,3,3,4,1,3,3,3,4,3,4,1,571.6335,2
HKG,3,2,2,2,2,2,2,2,2,2,2,2,2,2,497.4429,2
HKG,3,4,4,2,4,3,3,3,4,3,3,4,3,3,561.7304,2
HKG,3,2,1,2,2,1,1,2,2,1,1,1,1,1,557.951,2
HKG,3,3,2,3,3,1,3,3,3,2,3,3,1,3,450.8594,3
HKG,5,3,3,3,2,2,2,5,3,3,2,3,2,2,549.2839,1
HKG,1,6,6,2,1,1,2,1,6,1,1,1,1,1,571.9104,2
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,525.6703,$null$
HKG,5,5,5,5,5,5,5,6,6,6,4,6,4,5,452.8182,2
HKG,4,2,3,2,2,2,2,5,1,3,1,2,1,1,594.3657,1
HKG,3,3,2,2,2,1,1,4,3,3,2,3,1,1,608.6514,2
HKG,3,3,3,2,2,2,1,3,3,3,2,2,1,1,626.8792,2
HKG,4,4,4,1,2,1,1,5,5,4,1,2,1,1,733.7755,5
HKG,2,3,2,2,3,2,2,2,4,3,2,2,2,2,544.7481,3
HKG,3,3,3,3,3,3,3,3,3,3,3,3,3,3,531.9254,2
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,545.8986,2
HKG,3,3,3,1,2,1,3,3,3,3,2,3,3,3,661.2346,3
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,475.2495,1
HKG,2,2,2,2,2,2,1,3,2,3,2,3,2,1,535.4563,1
HKG,2,3,3,2,2,4,2,3,3,3,3,2,2,3,451.4718,3
HKG,1,4,3,2,1,2,1,1,3,4,3,1,2,2,548.7919,2
HKG,2,4,4,1,4,5,2,3,4,4,1,4,4,1,708.8301,3
HKG,1,5,3,2,3,3,3,1,5,3,2,3,3,3,740.3519,1
HKG,3,6,6,6,6,2,4,3,6,6,6,6,2,4,357.9754,1
HKG,6,2,99,3,2,4,3,6,2,4,99,2,4,3,488.7166,1
HKG,3,3,99,3,3,3,3,3,3,3,3,3,3,3,588.4781,4
HKG,3,3,3,2,3,1,1,3,3,3,3,2,1,1,656.6262,2
HKG,5,2,4,2,2,2,1,5,2,5,2,2,2,2,471.8704,1
HKG,3,4,4,4,4,4,4,6,5,4,3,4,4,4,497.6562,1
HKG,3,2,2,3,1,2,2,3,1,2,3,2,2,2,623.3263,1
HKG,3,2,2,2,1,2,2,3,2,2,2,2,2,2,461.1769,1
HKG,3,3,3,3,3,2,2,4,4,3,3,4,2,2,678.5745,3
HKG,4,3,3,2,4,4,4,4,4,3,2,4,4,4,570.0971,1
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,445.7051,$null$
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,426.5584,1
HKG,5,3,4,2,3,4,2,5,3,4,2,3,4,2,490.3672,3
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,461.3679,2
HKG,4,4,3,2,3,2,1,5,4,4,2,3,1,1,796.1357,1
HKG,4,3,3,3,3,2,1,4,2,4,3,2,3,3,555.6598,2
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,393.3108,2
HKG,1,3,2,2,2,2,1,3,4,3,2,2,1,1,622.6522,2
HKG,4,2,4,3,2,3,2,4,2,4,3,2,3,2,498.9006,3
HKG,2,2,2,2,1,3,1,3,2,3,2,1,2,1,702.4243,2
HKG,3,2,2,2,2,2,1,4,2,2,1,2,2,1,624.3331,1
HKG,2,3,1,1,3,1,1,3,3,1,1,3,1,1,619.5617,2
HKG,4,2,3,2,1,2,1,5,2,2,2,2,1,1,621.6366,2
HKG,2,5,4,2,5,2,2,5,5,5,2,5,2,2,581.214,3
HKG,6,6,3,1,6,1,2,6,6,3,1,6,1,2,391.8931,1
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,384.7208,1
HKG,3,2,2,2,2,3,2,3,3,3,3,3,3,3,604.2854,3
HKG,6,3,6,2,2,1,1,6,2,6,1,2,1,1,525.7832,3
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,347.3149,3
HKG,4,4,4,4,4,3,1,5,5,5,5,5,4,1,463.1802,1
HKG,5,2,6,2,2,1,1,4,2,6,2,2,1,1,520.2969,1
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,428.997,1
HKG,3,3,3,3,3,3,3,4,4,4,4,4,4,4,552.5316,2
HKG,4,2,2,2,2,2,2,4,2,2,2,2,2,2,607.1128,2
HKG,4,2,3,99,2,2,2,4,2,2,1,2,2,2,645.8777,1
HKG,4,2,6,1,2,1,1,4,2,6,1,2,1,1,673.378,1
HKG,3,2,2,1,2,2,1,3,2,1,1,1,2,1,563.9444,2
HKG,6,1,1,1,2,1,1,6,1,1,1,1,1,1,457.9199,1
HKG,4,4,3,2,2,3,2,4,4,3,2,2,3,2,614.2449,4
HKG,2,4,3,2,4,1,1,3,4,4,2,4,3,1,560.0822,3
HKG,3,3,3,3,3,3,1,3,3,3,3,3,3,3,656.8224,1
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,514.6969,4
HKG,4,4,5,1,5,1,6,2,3,2,1,2,1,4,486.3554,2
HKG,99,99,99,99,99,99,99,99,99,99,99,99,99,99,581.4344,1
HKG,5,5,5,1,5,3,3,5,5,5,5,5,5,5,514.0099,1
HKG,3,3,2,3,3,1,1,3,3,1,3,3,1,1,611.166,2
HKG,1,3,3,1,1,1,3,1,3,3,1,2,2,3,694.989,2
HKG,2,3,3,2,3,2,1,3,3,3,2,3,2,2,699.2725,2
HKG,4,4,4,4,4,4,4,4,4,5,3,5,3,4,485.0953,1
HKG,2,3,3,2,3,2,2,2,3,3,2,3,2,1,527.8012,1
HKG,2,1,1,1,1,1,1,2,2,2,2,2,2,2,526.0042,2
HKG,1,2,1,1,2,1,1,1,2,1,1,2,1,1,486.4163,4
HKG,4,1,4,2,1,1,1,4,1,4,1,1,1,4,528.7388,3
HKG,3,1,5,3,1,3,3,3,1,4,2,1,2,1,619.3336,2
HKG,3,3,3,2,2,3,2,6,6,6,2,2,3,2,684.5351,2
HKG,1,5,4,1,4,1,1,1,5,4,1,4,1,1,588.493,3
HKG,1,4,4,2,5,4,3,1,5,5,2,6,3,3,382.2355,4
HKG,4,4,4,4,4,4,4,4,4,4,4,4,4,4,493.429,3
HKG,1,3,3,1,3,1,1,1,3,3,1,2,2,1,633.9333,1
HKG,2,3,4,2,2,1,1,2,3,5,2,2,1,1,616.6997,1
HKG,4,2,1,1,1,1,1,4,3,2,2,1,1,1,688.2781,4
HKG,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,$null$,560.9014,$null$
HKG,4,4,4,4,3,3,3,3,3,3,3,4,3,3,488.921,4
HKG,5,5,5,5,5,5,5,5,5,5,5,5,5,5,538.3399,2
HKG,4,4,4,4,4,4,4,4,4,4,3,4,4,4,557.9824,4
HKG,6,5,1,1,2,1,1,6,6,1,1,1,1,3,519.302,2
HKG,3,3,3,2,2,2,2,3,3,3,3,3,3,3,544.9936,3
HKG,3,2,2,2,2,2,2,4,2,2,2,2,2,2,505.6993,3
HKG,2,2,2,2,2,1,1,3,2,3,2,2,1,1,736.7638,2
HKG,5,3,2,2,1,1,1,5,2,2,1,1,1,1,562.3436,1
HKG,6,6,6,1,6,1,6,6,6,6,99,6,99,6,388.6522,1
HKG,3,2,2,1,2,1,1,6,5,4,2,5,1,1,541.0981,4
HKG,5,5,4,4,4,4,3,5,5,5,4,4,4,4,434.6785,3
HKG,3,2,5,2,2,4,2,3,3,5,2,2,4,2,639.317,3
HKG,6,6,6,6,6,6,6,99,99,99,99,99,99,99,439.5445,3
HKG,6,6,6,6,6,6,6,6,6,6,6,6,6,6,394.4512,1
